iter	Logloss
117	0.3284391479
118	0.3281858826
119	0.3279655762
120	0.3277205811
121	0.3275146484
122	0.3272998962
123	0.3269921265
124	0.3267354126
125	0.326474884
126	0.3261863708
127	0.3260415955
128	0.3258235474
129	0.3255742187
130	0.3253381348
131	0.3250864563
132	0.3248768921
133	0.3246442261
134	0.3244349365
135	0.3242092285
136	0.3240483398
137	0.3237255554
138	0.3235511475
139	0.3233772583
140	0.3232449951
141	0.3230615234
142	0.3228470764
143	0.3226551208
144	0.3224688416
145	0.3222505798
146	0.3219719543
147	0.3217979736
148	0.3216027832
149	0.3214565735
150	0.3213521118
151	0.3213045044
152	0.321182251
153	0.3209820557
154	0.3208072205
155	0.3205664978
156	0.32033255
157	0.3201989746
158	0.32006604
159	0.3198893738
160	0.3196536865
161	0.3194423218
162	0.3192423706
163	0.3191212769
164	0.318986908
165	0.3188251038
166	0.3185744324
167	0.3184434204
168	0.3183071289
169	0.318105072
170	0.3179181519
171	0.317806366
172	0.317682373
173	0.3174896851
174	0.3173370361
175	0.3172192383
176	0.3170388184
177	0.3169454651
178	0.3167640076
179	0.3165592041
180	0.3163811951
181	0.3161793823
182	0.3160559082
183	0.3158675537
184	0.3157319946
185	0.3155943298
186	0.3154978027
187	0.3153858337
188	0.3153208008
189	0.3150452271
190	0.3149088135
191	0.3147588501
192	0.3145769043
193	0.3144198914
194	0.3142470703
195	0.3140710449
196	0.3138356628
197	0.313721344
198	0.313514801
199	0.3133319397
200	0.3131520996
201	0.3131077271
202	0.312878479
203	0.3126917114
204	0.3125385437
205	0.3123711243
206	0.3121868286
207	0.3120803833
208	0.3119754028
209	0.311820282
210	0.3116853638
211	0.311569519
212	0.3114741821
213	0.311319397
214	0.3111634521
215	0.311058197
216	0.3108086548
217	0.3106879272
218	0.3105372009
219	0.3103582764
220	0.3101604919
221	0.3100541992
222	0.3098740234
223	0.3097189636
224	0.3095869141
225	0.3094317627
226	0.309277771
227	0.3091275024
228	0.3089891968
229	0.3089059448
230	0.308824585
231	0.3086688232
232	0.3086111145
233	0.3084984741
234	0.308378418
235	0.3082607422
236	0.308181488
237	0.3079462891
238	0.3078298645
239	0.3077270203
240	0.3075391235
241	0.3074824829
242	0.307293396
243	0.3072127991
244	0.3070807495
245	0.306973999
246	0.3067727661
247	0.3066888733
248	0.3065986328
249	0.3064317627
250	0.3063831787
251	0.3062904053
252	0.3061342773
253	0.3059753418
254	0.3058136597
255	0.3056647339
256	0.3055974121
257	0.3053638306
258	0.3052371216
259	0.3051573486
260	0.3050500488
261	0.3049546814
262	0.3047835083
263	0.3046338501
264	0.3044724426
265	0.3043297729
266	0.3041608276
267	0.3040664062
268	0.30396521
269	0.3037993774
270	0.3036221619
271	0.3035768127
272	0.3034031982
273	0.303310791
274	0.3031513062
275	0.3030534058
276	0.3029914246
277	0.3029386902
278	0.3027760925
279	0.302675293
280	0.3025799561
281	0.3025106506
282	0.3023919067
283	0.3022805176
284	0.302163147
285	0.3020379028
286	0.3019211121
287	0.3018153076
288	0.3017589722
289	0.30157901
290	0.301484436
291	0.3013608704
292	0.3012991333
293	0.3011747742
294	0.301090271
295	0.3009974365
296	0.3009178467
297	0.3007855835
298	0.3005916443
299	0.3004125977
300	0.3003259583
301	0.3001952209
302	0.3000905762
303	0.2999289551
304	0.2997963257
305	0.2996972046
306	0.2995766602
307	0.2994277649
308	0.299249054
309	0.2991253662
310	0.2989972534
311	0.2988985901
312	0.2987745667
313	0.298543396
314	0.2984416809
315	0.2983596497
316	0.2982034302
317	0.2981120605
318	0.2980140381
319	0.2979221191
320	0.2978433228
321	0.2977213135
322	0.2976036682
323	0.2975350037
324	0.2974442139
325	0.2973196411
326	0.2972207642
327	0.2970889282
328	0.2969665527
329	0.2968175659
330	0.2967168579
331	0.2966245728
332	0.2965307007
333	0.2964354858
334	0.2963656311
335	0.2963157959
336	0.296281189
337	0.296150116
338	0.2960390015
339	0.2958600464
340	0.2957677002
341	0.2956591797
342	0.2955401611
343	0.2954466553
344	0.2953392334
345	0.2952404175
346	0.2951409912
347	0.2949923096
348	0.2948837891
349	0.2946747437
350	0.2945465698
351	0.294366394
352	0.2943023987
353	0.2941369629
354	0.2940327759
355	0.2938797913
356	0.2938215942
357	0.2936710205
358	0.2934996948
359	0.2934436951
360	0.2933319092
361	0.2932095947
362	0.293085083
363	0.2929651489
364	0.2928720703
365	0.2927151489
366	0.2926188049
367	0.2925272217
368	0.292400238
369	0.2922547607
370	0.2921629333
371	0.2919792175
372	0.2918475342
373	0.2917371826
374	0.2915599365
375	0.2914459229
376	0.2913720398
377	0.2912808838
378	0.2911302185
379	0.2910014648
380	0.2908198242
381	0.2907233887
382	0.2906486206
383	0.2904689331
384	0.2903294373
385	0.2902178345
386	0.2901481934
387	0.2900812988
388	0.2899680786
389	0.2898632812
390	0.2897675171
391	0.2896201782
392	0.2895162354
393	0.2894007874
394	0.2893446045
395	0.2892433472
396	0.2891665649
397	0.2890925293
398	0.2890166626
399	0.2888690796
400	0.2887845459
401	0.28868396
402	0.2885133667
403	0.2883773804
404	0.2882533569
405	0.2880834961
406	0.2879698792
407	0.2878547974
408	0.2876768799
409	0.2875569458
410	0.287406311
411	0.2872705383
412	0.2871512451
413	0.2870465393
414	0.2869256592
415	0.2868422852
416	0.2867249451
417	0.2866064453
418	0.2864327087
419	0.2863232422
420	0.2862415161
421	0.2861683655
422	0.2860172729
423	0.2858203125
424	0.2856748962
425	0.2855707092
426	0.2854744873
427	0.2853812561
428	0.2852455444
429	0.2851112061
430	0.2849524536
431	0.284838623
432	0.2847590027
433	0.2846069946
434	0.2845340576
435	0.2844234009
436	0.2842660828
437	0.2841508789
438	0.2840045166
439	0.2839380798
440	0.2838364868
441	0.2837025757
442	0.283530304
443	0.2834296265
444	0.2833289185
445	0.2832070923
446	0.2831274414
447	0.2829671631
448	0.2828532715
449	0.2827384338
450	0.2826323242
451	0.2825692749
452	0.2824971313
453	0.2824188538
454	0.2823449707
455	0.2822181091
456	0.28215625
457	0.2820198364
458	0.2819254761
459	0.2817801208
460	0.2816915894
461	0.2815662537
462	0.2814754028
463	0.2813928223
464	0.2813433838
465	0.2812074585
466	0.2810890808
467	0.2809306335
468	0.2808701172
469	0.2807559509
470	0.2806691284
471	0.2805311279
472	0.2803912354
473	0.2802277222
474	0.280105957
475	0.2800498657
476	0.2799038696
477	0.2797679749
478	0.2796335144
479	0.279586731
480	0.2794707642
481	0.2793426819
482	0.2792425537
483	0.279144165
484	0.279006958
485	0.2789333801
486	0.2788189697
487	0.2786843567
488	0.2785751953
489	0.2784378662
490	0.2783432007
491	0.2782131348
492	0.2781248779
493	0.2780478516
494	0.2779271545
495	0.2777930298
496	0.2777098389
497	0.2775963135
498	0.2774405823
499	0.2773205566
500	0.2772485352
501	0.2771737671
502	0.2770466003
503	0.2768875122
504	0.2767512817
505	0.2766400452
506	0.2765217285
507	0.276390564
508	0.2762650757
509	0.2761829529
510	0.2761139832
511	0.2760228882
512	0.2758909302
513	0.2757732849
514	0.2756402283
515	0.2755245056
516	0.2754088745
517	0.2753019714
518	0.2751838379
519	0.2751209106
520	0.2750210571
521	0.2749307556
522	0.2748278503
523	0.2747030334
524	0.2745703735
525	0.2745006104
526	0.2744118652
527	0.274302002
528	0.274199646
529	0.2741003418
530	0.274003479
531	0.2738806152
532	0.2737814331
533	0.2736627197
534	0.2735699463
535	0.2735218811
536	0.2734101562
537	0.2733266602
538	0.2732119751
539	0.2731553345
540	0.2730137329
541	0.2729230957
542	0.2728482056
543	0.2726934204
544	0.2726123047
545	0.2725394287
546	0.2724611816
547	0.2723374023
548	0.2722354126
549	0.2721642456
550	0.2720463562
551	0.271940979
552	0.2718307495
553	0.27174646
554	0.2716018982
555	0.2714771423
556	0.2713844604
557	0.2712662354
558	0.2711982422
559	0.2711135864
560	0.2710296631
561	0.2709170532
562	0.2708139343
563	0.270697937
564	0.2705897827
565	0.2704735107
566	0.2703759766
567	0.2702383423
568	0.2701190186
569	0.2700580444
570	0.2699321289
571	0.2698627319
572	0.2697407532
573	0.2696478882
574	0.2695242004
575	0.2694342651
576	0.269324646
577	0.2692744141
578	0.269164856
579	0.2690562744
580	0.2689532776
581	0.2688812866
582	0.2687821045
583	0.2686422119
584	0.2684984741
585	0.2683862305
586	0.268312439
587	0.2681772461
588	0.2680913391
589	0.2679983521
590	0.2679139404
591	0.2677921753
592	0.2676974487
593	0.2676410217
594	0.2675516357
595	0.267417511
596	0.2673059387
597	0.267215332
598	0.2670825806
599	0.2669811401
600	0.2668807068
601	0.2668031006
602	0.2667235718
603	0.2666171875
604	0.2665140991
605	0.2664198303
606	0.2663057251
607	0.2661959534
608	0.2660920715
609	0.2659750366
610	0.2658980103
611	0.2658193359
612	0.2657092285
613	0.2655987244
614	0.2655040283
615	0.265372406
616	0.2652568054
617	0.2651630859
618	0.2650733643
619	0.2649732361
620	0.2649012451
621	0.2648140869
622	0.2647055359
623	0.264627655
624	0.2645118713
625	0.264416626
626	0.2642894287
627	0.2642025452
628	0.2640896301
629	0.2640045166
630	0.2639273682
631	0.263805603
632	0.2637016602
633	0.2635614624
634	0.263485199
635	0.2633776245
636	0.2632458191
637	0.2631419678
638	0.2630318604
639	0.262915802
640	0.2628265686
641	0.2627514038
642	0.2626354065
643	0.2625718384
644	0.2625113831
645	0.2623671265
646	0.2622936401
647	0.262180481
648	0.2621069641
649	0.2619703369
650	0.2618469543
651	0.2617582703
652	0.2616828918
653	0.2615936279
654	0.2614716797
655	0.2614036865
656	0.261329895
657	0.261190979
658	0.2611100159
659	0.2610342407
660	0.2609258423
661	0.2607964478
662	0.2607387085
663	0.2606303711
664	0.2605562439
665	0.2604750366
666	0.2603903809
667	0.2602973022
668	0.2602584229
669	0.2601427612
670	0.2600197754
671	0.2599391479
672	0.2598845215
673	0.2598325806
674	0.2597290955
675	0.2596043701
676	0.2595522461
677	0.2594230957
678	0.2593645935
679	0.2592840271
680	0.2591945801
681	0.2590611877
682	0.2589440308
683	0.2588218384
684	0.2587437134
685	0.2586280518
686	0.2585528259
687	0.2585032349
688	0.2583708801
689	0.2582381897
690	0.2581691895
691	0.2580247192
692	0.257975647
693	0.2578728943
694	0.2577481995
695	0.2576742554
696	0.2575889587
697	0.2574707642
698	0.2573615112
699	0.2572828979
700	0.2572028809
701	0.2571394958
702	0.2569870605
703	0.2568918457
704	0.2567848816
705	0.2567133789
706	0.2566633301
707	0.2565679626
708	0.2564704895
709	0.2563685303
710	0.2562995605
711	0.2561975098
712	0.2561221313
713	0.2560024719
714	0.255900528
715	0.2558100433
716	0.2557296753
717	0.2556080933
718	0.2555461884
719	0.2553990021
720	0.25529953
721	0.2551427307
722	0.255027771
723	0.2549090424
724	0.2548421478
725	0.2547413025
726	0.2546862793
727	0.2545710144
728	0.2544698792
729	0.2543774872
730	0.2542537537
731	0.2541782227
732	0.2541059113
733	0.2540445251
734	0.2539470062
735	0.2538723145
736	0.2537279358
737	0.2536742859
738	0.2535957489
739	0.2534649353
740	0.2533527527
741	0.2533101196
742	0.253243042
743	0.2531352386
744	0.2530561066
745	0.2529224396
746	0.2528318024
747	0.2527463531
748	0.2526908569
749	0.2525758057
750	0.2524960327
751	0.252437561
752	0.2523323822
753	0.2522362976
754	0.252153656
755	0.2520895691
756	0.2520162659
757	0.2519417114
758	0.2518481445
759	0.2517306061
760	0.2516524048
761	0.2515742645
762	0.2514946289
763	0.251440567
764	0.2512960663
765	0.2512214661
766	0.2511619263
767	0.2510462952
768	0.2509548645
769	0.2508251801
770	0.2507248383
771	0.2506512299
772	0.2505924683
773	0.2505212402
774	0.2504408722
775	0.2503711853
776	0.2503334656
777	0.2502012024
778	0.2501265717
779	0.2500045013
780	0.2498878326
781	0.2497566528
782	0.2496509247
783	0.2496022339
784	0.249496048
785	0.2494150391
786	0.2493451233
787	0.2492828522
788	0.2491821899
789	0.2491098022
790	0.249007309
791	0.2489491577
792	0.2489015503
793	0.2488353271
794	0.2487563171
795	0.2486647186
796	0.2485602875
797	0.2485172424
798	0.2483815613
799	0.2482849274
800	0.2482183533
801	0.2481025543
802	0.2479604034
803	0.2478857574
804	0.2478043365
805	0.2476898499
806	0.2475697632
807	0.2475242462
808	0.2474159241
809	0.2473216858
810	0.2472533264
811	0.2471637268
812	0.2470756531
813	0.2469887848
814	0.2468979492
815	0.2468509216
816	0.2467817993
817	0.2467022858
818	0.2465991211
819	0.2464988708
820	0.2464203491
821	0.2463526306
822	0.2462946167
823	0.2462169647
824	0.2460775299
825	0.2459941711
826	0.2459237366
827	0.2458390198
828	0.2457585754
829	0.2455925293
830	0.2455193787
831	0.2454379578
832	0.2453759003
833	0.2452883606
834	0.2451981201
835	0.2450532837
836	0.2450033875
837	0.244903717
838	0.2448325806
839	0.2447789001
840	0.2446810913
841	0.244590271
842	0.2445101624
843	0.2444446106
844	0.2443298492
845	0.2442663116
846	0.2441340027
847	0.244047821
848	0.2439655762
849	0.2439101257
850	0.2437921448
851	0.2436644897
852	0.2435735321
853	0.2434850311
854	0.2434106445
855	0.2433315125
856	0.2432411346
857	0.2431916809
858	0.2431195374
859	0.2430383759
860	0.2429103241
861	0.2428470306
862	0.2427769775
863	0.2427012939
864	0.2426462708
865	0.2425607452
866	0.2424966431
867	0.2424260559
868	0.2423570557
869	0.2422609558
870	0.2422155457
871	0.242147644
872	0.2420461121
873	0.2419472809
874	0.2418782196
875	0.2417812805
876	0.2416778107
877	0.2416343536
878	0.2415514221
879	0.2414645386
880	0.2414088898
881	0.241331604
882	0.2412879028
883	0.2412001953
884	0.2410742188
885	0.2409989929
886	0.2409170837
887	0.240830307
888	0.2407365265
889	0.2406759186
890	0.2406627197
891	0.240589325
892	0.2405257263
893	0.2404419556
894	0.2403790436
895	0.2403162384
896	0.2402348328
897	0.2401377563
898	0.2400629272
899	0.240012207
900	0.2399417725
901	0.2398845215
902	0.2398253937
903	0.2397727203
904	0.239694519
905	0.2396269836
906	0.2395534515
907	0.2394665375
908	0.2393981628
909	0.2393080597
910	0.2392719727
911	0.2391933289
912	0.2391319733
913	0.2390779266
914	0.2390185852
915	0.2389349823
916	0.2388335266
917	0.2387215881
918	0.2386466064
919	0.2385779724
920	0.2384950104
921	0.2384478302
922	0.2383049622
923	0.2382368164
924	0.2381520386
925	0.2380715332
926	0.2379750977
927	0.2378894348
928	0.2378213348
929	0.2377201996
930	0.2376751709
931	0.2375854492
932	0.237506958
933	0.2373827362
934	0.237304718
935	0.23722229
936	0.2371734314
937	0.2370891876
938	0.2370423279
939	0.2369792786
940	0.2368464508
941	0.2367484741
942	0.236633606
943	0.236546402
944	0.2364608154
945	0.2363940887
946	0.2362951813
947	0.2362344513
948	0.2362117157
949	0.2361207886
950	0.2360166016
951	0.235939209
952	0.2358612061
953	0.2357233734
954	0.2356291962
955	0.2355499725
956	0.2354775696
957	0.2353762207
958	0.2353148499
959	0.2352192078
960	0.2351715393
961	0.2351238403
962	0.2350738678
963	0.2350218811
964	0.2349388733
965	0.234867218
966	0.2347793121
967	0.2347087708
968	0.2346458435
969	0.2346002197
970	0.2345500946
971	0.2344542236
972	0.2343421021
973	0.2342372284
974	0.2341433411
975	0.2340509796
976	0.2339906311
977	0.2338642273
978	0.2337661133
979	0.2336569824
980	0.2336155853
981	0.233579895
982	0.2335238647
983	0.2334352722
984	0.2333979492
985	0.2333298492
986	0.2332420044
987	0.2331235046
988	0.2330664062
989	0.232969696
990	0.2328621521
991	0.2327831268
992	0.2327211151
993	0.2326754303
994	0.232622345
995	0.2325576172
996	0.2324186707
997	0.2323492737
998	0.2322559357
999	0.2321965637
